897	281	4.0	879993553
62	50	5.0	879372216
524	514	5.0	884634938
579	333	4.0	880951372
287	56	5.0	875334759
1	22	4.0	875072404
41	265	3.0	890687042
434	148	3.0	886724797
412	508	4.0	879716962
870	238	4.0	875050865
552	100	4.0	879221716
745	285	1.0	880123905
1	143	1.0	875072631
666	478	4.0	880139526
1	252	2.0	875240677
409	705	2.0	881109175
409	204	5.0	881108496
154	89	5.0	879138910
94	286	4.0	891724122
276	1129	4.0	874786876
149	333	1.0	883512591
790	417	2.0	885156538
574	900	4.0	891278860
747	288	4.0	888638091
223	873	3.0	891549111
496	418	3.0	876066848
192	289	4.0	881366615
658	171	4.0	875147448
543	509	3.0	874863734
533	295	4.0	888844601
854	19	3.0	882812826
837	16	2.0	875721793
682	121	4.0	888520799
636	15	5.0	891449237
7	275	4.0	891352831
107	288	3.0	891264432
730	410	1.0	880310440
70	257	4.0	884063946
281	989	2.0	881200789
521	23	3.0	884478428
650	357	4.0	891372286
126	878	5.0	887938392
450	270	4.0	882216108
348	121	5.0	886523521
807	95	4.0	892529185
385	199	3.0	879442559
42	64	5.0	881106711
334	58	4.0	891546914
459	127	4.0	879562834
276	12	5.0	874787407
880	1165	2.0	880175527
703	7	4.0	875242599
918	630	3.0	891988672
22	85	5.0	878886989
497	197	3.0	879310419
501	147	3.0	883348080
890	258	3.0	882404055
243	286	4.0	879986908
676	1483	4.0	892685826
308	1169	5.0	887739136
735	332	3.0	876698022
660	210	4.0	891199293
287	240	2.0	875334454
211	462	4.0	879460096
504	716	4.0	887909532
706	682	2.0	880996945
225	286	4.0	879539027
455	183	4.0	879111862
310	24	4.0	879436242
614	546	1.0	879463965
13	876	2.0	881515521
551	365	5.0	892784524
652	294	2.0	882566890
549	1047	3.0	881672700
406	99	5.0	879793081
882	133	5.0	879867263
445	1014	1.0	891200506
201	469	4.0	884113453
370	435	3.0	879434999
896	880	4.0	887235664
181	1242	1.0	878962349
65	378	5.0	879217032
181	876	1.0	878961781
312	481	5.0	891698893
60	665	4.0	883326893
98	435	5.0	880498967
15	127	2.0	879455505
60	357	4.0	883326273
42	284	3.0	881105581
533	1147	3.0	879439204
455	121	4.0	878585685
763	238	4.0	878915559
428	334	4.0	885943847
688	877	5.0	884153751
870	813	4.0	875051101
42	742	4.0	881105581
592	688	1.0	882607744
605	12	4.0	881016144
18	967	3.0	880131901
699	100	4.0	878882667
405	720	1.0	885546487
828	737	1.0	891037948
595	222	3.0	886921274
425	180	4.0	878738077
301	318	5.0	882075962
158	471	4.0	880132513
251	45	5.0	886271855
819	315	5.0	884618354
305	403	2.0	886324792
184	412	2.0	889912691
187	659	5.0	879465274
786	174	4.0	882844294
640	751	4.0	886353742
439	121	2.0	882893768
3	299	3.0	889237199
194	118	3.0	879539229
295	105	4.0	879519473
796	778	4.0	893047021
311	98	5.0	884364502
360	521	5.0	880355845
643	147	3.0	891445526
880	150	4.0	880166798
846	550	4.0	883949156
57	844	2.0	883697134
145	174	5.0	882181728
851	820	3.0	875730947
903	13	5.0	891031632
610	271	1.0	888702795
215	196	4.0	891435548
393	168	4.0	887746482
330	235	5.0	876544690
249	588	3.0	879572256
262	56	4.0	879792027
774	187	3.0	888556483
8	385	1.0	879362124
731	15	4.0	886182632
454	451	4.0	888267455
269	272	3.0	891445757
367	448	4.0	876690098
860	311	4.0	882120528
405	530	1.0	885547953
550	288	5.0	883425979
94	302	4.0	891928684
592	201	5.0	882955794
474	1050	4.0	887926106
405	588	2.0	885548785
826	265	5.0	885690526
223	929	3.0	891549975
865	926	1.0	880144405
899	239	3.0	884121946
500	161	2.0	883877001
388	100	3.0	886437039
374	173	3.0	882158521
125	1036	2.0	892839191
815	228	5.0	878694735
790	716	4.0	885158033
645	288	3.0	892051741
354	65	4.0	891218046
45	276	5.0	881012184
561	181	3.0	885807318
189	516	1.0	893265568
425	217	1.0	878738914
712	655	5.0	874730467
65	48	5.0	879217689
82	112	1.0	877452357
407	656	4.0	875042865
860	781	2.0	887754411
59	451	5.0	888206049
388	628	4.0	886436661
501	829	3.0	883348656
592	931	1.0	882608960
398	367	3.0	875717020
378	1425	2.0	880056930
504	537	3.0	887910811
854	535	3.0	882813364
590	744	4.0	879438769
313	636	4.0	891028241
305	1018	5.0	886324580
74	137	3.0	888333458
601	15	1.0	876347040
60	186	4.0	883326566
437	131	5.0	880140787
887	180	4.0	881380177
458	410	1.0	886394778
216	466	4.0	880234347
545	55	3.0	879899233
795	79	2.0	880568325
620	501	4.0	889988036
292	499	5.0	881105245
198	531	5.0	884207525
867	289	5.0	880077950
908	709	4.0	879722490
426	208	4.0	879442161
